,index,created_at,id,user id,full_text,localidad,retweet_count,favorite_count,clasification,tidy_text,CleanTweets,TokenizeTweetsTidy_text
4667,7667,2020-11-30 05:30:00,1.3332821082240696e+18,244218738.0,"#VIDEO | El escritor coincidió con el Presidente Andrés Manuel López Obrador, quien en días pasados criticó que la FIL de Guadalajara sólo dé espacios a escritores y personajes críticos a su Gobierno
 https://t.co/7vTg1NpOZT https://t.co/y1KG3XOjtZ",México,1,22,1.0,#video escritor coincidio presidente andres manuel lopez obrador dias pasados critico fil guadalajara solo espacios escritores personajes criticos gobierno https://t.co/7vtg1npozt https://t.co/y1kg3xojtz,video escritor coincidio presidente andres manuel lopez obrador dias pasados critico fil guadalajara solo espacios escritores personajes criticos gobierno  ,"['video', 'escritor', 'coincidio', 'presidente', 'andres', 'manuel', 'lopez', 'obrador', 'dias', 'pasados', 'critico', 'fil', 'guadalajara', 'solo', 'espacios', 'escritores', 'personajes', 'criticos', 'gobierno']"
4668,7669,2020-11-30 05:29:59,1.333282105757999e+18,1135905769.0,Spoiler de la mañanera de este lunes. https://t.co/EKSGfA9UZy,México,0,0,1.0,spoiler mañanera lunes. https://t.co/eksgfa9uzy,spoiler mañanera lunes. ,"['spoiler', 'mañanera', 'lunes', '.']"
4669,7672,2020-11-30 05:29:45,1.3332820472976138e+18,281638964.0,@SergioSarmiento Eso dijo y lo demostró Pio Lopez Obrador 😁,,0,0,1.0,@sergiosarmiento dijo demostro pio lopez obrador 😁,sergiosarmiento dijo demostro pio lopez obrador 😁,"['sergiosarmiento', 'dijo', 'demostro', 'pio', 'lopez', 'obrador', '😁']"
4670,7675,2020-11-30 05:29:23,1.3332819523722895e+18,1.1001150962049516e+18,"@mario_delgado @PabloIglesias @atilioboron @MonederoJC @petrogustavo @JLMelenchon @EnriqueDussel @Navegaciones @fisgonmonero @infpmorena @JohnMAckerman Y ciertamente camina, pero al despeñadero, al tiempo, diría un comentarista tan jodido como la 4T.",,0,0,1.0,@mario_delgado @pabloiglesias @atilioboron @monederojc @petrogustavo @jlmelenchon @enriquedussel @navegaciones @fisgonmonero @infpmorena @johnmackerman ciertamente camina despeñadero tiempo diria comentarista tan jodido 4t.,mario_delgado pabloiglesias atilioboron monederojc petrogustavo jlmelenchon enriquedussel navegaciones fisgonmonero infpmorena johnmackerman ciertamente camina despeñadero tiempo diria comentarista tan jodido 4t.,"['mario_delgado', 'pabloiglesias', 'atilioboron', 'monederojc', 'petrogustavo', 'jlmelenchon', 'enriquedussel', 'navegaciones', 'fisgonmonero', 'infpmorena', 'johnmackerman', 'ciertamente', 'camina', 'despeñadero', 'tiempo', 'diria', 'comentarista', 'tan', 'jodido', '4t', '.']"
4671,7677,2020-11-30 05:29:05,1.3332818779653448e+18,1.232545354006106e+18,@GaribayAcuna @azieglerg @solgodsun @LunatikL9D @Cecevich @LOVREGA Tú estás disfrutando de las limosnas de la 4T y nuestro ingreso al primer mundo? Digo para abrir esa conversación.,"Distrito Federal, México",0,1,1.0,@garibayacuna @azieglerg @solgodsun @lunatikl9d @cecevich @lovrega disfrutando limosnas 4t ingreso primer mundo digo abrir conversacion.,garibayacuna azieglerg solgodsun lunatikl9d cecevich lovrega disfrutando limosnas 4t ingreso primer mundo digo abrir conversacion.,"['garibayacuna', 'azieglerg', 'solgodsun', 'lunatikl9d', 'cecevich', 'lovrega', 'disfrutando', 'limosnas', '4t', 'ingreso', 'primer', 'mundo', 'digo', 'abrir', 'conversacion', '.']"
4672,7679,2020-11-30 05:28:53,1.3332818269248512e+18,1.2469954089765192e+18,"@Clearko87 @lopezobrador_ Gente penda.. es un honor es un viejo asesino, el peor presidente de MÉXICO, el es la corrupción",,0,0,1.0,@clearko87 @lopezobrador_ gente penda honor viejo asesino peor presidente mexico corrupcion,clearko87 lopezobrador_ gente penda honor viejo asesino peor presidente mexico corrupcion,"['clearko87', 'lopezobrador_', 'gente', 'penda', 'honor', 'viejo', 'asesino', 'peor', 'presidente', 'mexico', 'corrupcion']"
4673,7681,2020-11-30 05:28:51,1.333281817802236e+18,368930841.0,@Roncesvalles20 @scientificrealm @realDonaldTrump That is a picture of Mexican President Andres Manuel Lopez Obrador idiot,,1,3,1.0,@roncesvalles20 @scientificrealm @realdonaldtrump that is picture of mexican president andres manuel lopez obrador idiot,roncesvalles20 scientificrealm realdonaldtrump that is picture of mexican president andres manuel lopez obrador idiot,"['roncesvalles20', 'scientificrealm', 'realdonaldtrump', 'that', 'is', 'picture', 'of', 'mexican', 'president', 'andres', 'manuel', 'lopez', 'obrador', 'idiot']"
4674,7686,2020-11-30 05:28:31,1.3332817366087311e+18,2260329133.0,"Si en la mañanera del lunes no se discute el fracaso de la estrategia sanitaria, la crisis del sistema de salud y no se proponen cambios específicos en la atención de una pandemia fuera de control, creo que será momento de ignorar por completo las conferencias de Palacio Nacional https://t.co/IIukYLJV0O","Monterrey, México",1,2,1.0,si mañanera lunes discute fracaso estrategia sanitaria crisis sistema salud proponen cambios especificos atencion pandemia control creo sera momento ignorar completo conferencias palacio nacional https://t.co/iiukyljv0o,si mañanera lunes discute fracaso estrategia sanitaria crisis sistema salud proponen cambios especificos atencion pandemia control creo sera momento ignorar completo conferencias palacio nacional ,"['si', 'mañanera', 'lunes', 'discute', 'fracaso', 'estrategia', 'sanitaria', 'crisis', 'sistema', 'salud', 'proponen', 'cambios', 'especificos', 'atencion', 'pandemia', 'control', 'creo', 'sera', 'momento', 'ignorar', 'completo', 'conferencias', 'palacio', 'nacional']"
4675,7690,2020-11-30 05:28:06,1.3332816314114703e+18,2976252619.0,"나는 17명에게 차단되었습니다.(표본:3,067,443)내가 차단한 계정:284 상호 차단 건수:0 https://t.co/i6SRTH93vK

와 여기 생각보다 많이 블락당했네 아무도 관심갖지 않는 계정 아니냐고",,0,2,1.0,나는 17명에게 차단되었습니다. 표본:3 443 내가 차단한 계정:284 상호 차단 건수:0 https://t.co/i6srth93vk 여기 생각보다 많이 블락당했네 아무도 관심갖지 않는 계정 아니냐고,나는 17명에게 차단되었습니다. 표본:3내가 차단한 계정:284 상호 차단 건수:0  여기 생각보다 많이 블락당했네 아무도 관심갖지 않는 계정 아니냐고,"['나는', '17명에게', '차단되었습니다', '.', '표본:3내가', '차단한', '계정:284', '상호', '차단', '건수:0', '여기', '생각보다', '많이', '블락당했네', '아무도', '관심갖지', '않는', '계정', '아니냐고']"
4676,7692,2020-11-30 05:28:01,1.333281609588478e+18,1.280002213281067e+18,"@mario_dico50 La 4T cayéndose en pedazos,  pero llevándose de encuentro a todos los mexicanos...",,1,3,1.0,@mario_dico50 4t cayendose pedazos llevandose encuentro mexicanos,mario_dico50 4t cayendose pedazos llevandose encuentro mexicanos,"['mario_dico50', '4t', 'cayendose', 'pedazos', 'llevandose', 'encuentro', 'mexicanos']"
4677,7695,2020-11-30 05:27:51,1.3332815653722565e+18,1.271218901024678e+18,"@LizLizMarie077 Igualmente LIZMARIE, dulces sueños.",,0,1,1.0,@lizlizmarie077 igualmente lizmarie dulces sueños.,lizlizmarie077 igualmente lizmarie dulces sueños.,"['lizlizmarie077', 'igualmente', 'lizmarie', 'dulces', 'sueños', '.']"
4678,7697,2020-11-30 05:27:48,1.3332815551590687e+18,3128547403.0,"@lopezdoriga @lopezobrador_ La 4a Transformación va viento en popa. El gobierno liderado por Andrés Manuel López Obrador está transformando el sistema heredado. Tenemos un buen Presidente, el idóneo para México en medio de esta recesión mundial y la pandemia. 👍👍👍👍👍",Torreón ,0,0,1.0,@lopezdoriga @lopezobrador_ 4a transformacion va viento popa. gobierno liderado andres manuel lopez obrador transformando sistema heredado. buen presidente idoneo mexico medio recesion mundial pandemia. 👍👍👍👍👍,lopezdoriga lopezobrador_ 4a transformacion va viento popa. gobierno liderado andres manuel lopez obrador transformando sistema heredado. buen presidente idoneo mexico medio recesion mundial pandemia. 👍👍👍👍👍,"['lopezdoriga', 'lopezobrador_', '4a', 'transformacion', 'va', 'viento', 'popa', '.', 'gobierno', 'liderado', 'andres', 'manuel', 'lopez', 'obrador', 'transformando', 'sistema', 'heredado', '.', 'buen', 'presidente', 'idoneo', 'mexico', 'medio', 'recesion', 'mundial', 'pandemia', '.', '👍👍👍👍👍']"
4679,7699,2020-11-30 05:27:16,1.333281421360849e+18,2743241981.0,"@SergioSarmiento Es otro México el que AMLO ve, definitivamente no estamos bien. 😞",,0,0,1.0,@sergiosarmiento mexico amlo ve definitivamente bien. 😞,sergiosarmiento mexico amlo ve definitivamente bien. 😞,"['sergiosarmiento', 'mexico', 'amlo', 've', 'definitivamente', 'bien', '.', '😞']"
4680,7702,2020-11-30 05:26:57,1.333281340070957e+18,522520209.0,"En el 2021, los mexicanos y mexicanas decidiremos que país queremos, el autoritario encabezado por AMLO y Morena o el democrático encabezado por los partidos políticos y sociedad opositora. Yo voy por el régimen democrático.",,3,3,1.0,mexicanos mexicanas decidiremos pais queremos autoritario encabezado amlo morena democratico encabezado partidos politicos sociedad opositora. voy regimen democratico.,mexicanos mexicanas decidiremos pais queremos autoritario encabezado amlo morena democratico encabezado partidos politicos sociedad opositora. voy regimen democratico.,"['mexicanos', 'mexicanas', 'decidiremos', 'pais', 'queremos', 'autoritario', 'encabezado', 'amlo', 'morena', 'democratico', 'encabezado', 'partidos', 'politicos', 'sociedad', 'opositora', '.', 'voy', 'regimen', 'democratico', '.']"
4681,7704,2020-11-30 05:26:51,1.333281315131519e+18,2393368196.0,Logros de la 4T https://t.co/Z1SEaxZZAn,"Miguel Hidalgo, Distrito Federal",0,0,1.0,logros 4t https://t.co/z1seaxzzan,logros 4t ,"['logros', '4t']"
4682,7707,2020-11-30 05:26:41,1.3332812729578578e+18,9.808962270877286e+17,"@Berexun UNA MUJER MUY VALIENTE @juncalssolano , QUE GUSTA DA VER, QUE MUCH@S LA CRITICAN, POR QUE NO TIENEN VALOR.. Y SOLO SE REVUELCAN DE CORAJE, ADELANTE MEXICO CON TU 4T...","Los Angeles, CA",0,0,1.0,@berexun mujer valiente @juncalssolano gusta da ver much@s critican valor solo revuelcan coraje adelante mexico 4t,berexun mujer valiente juncalssolano gusta da ver muchs critican valor solo revuelcan coraje adelante mexico 4t,"['berexun', 'mujer', 'valiente', 'juncalssolano', 'gusta', 'da', 'ver', 'muchs', 'critican', 'valor', 'solo', 'revuelcan', 'coraje', 'adelante', 'mexico', '4t']"
4683,7710,2020-11-30 05:26:25,1.3332812075562066e+18,1.27003598211337e+18,"@Revolucion3_0 Sin deuda, con pandemia y crisis mundial, AMLO u la 4t van viento en popa. Viva mi Ptesidente AMLO y que Dios l siga protegiendo.",,0,1,1.0,@revolucion3_0 deuda pandemia crisis mundial amlo 4t van viento popa. viva ptesidente amlo dios siga protegiendo.,revolucion3_0 deuda pandemia crisis mundial amlo 4t van viento popa. viva ptesidente amlo dios siga protegiendo.,"['revolucion3_0', 'deuda', 'pandemia', 'crisis', 'mundial', 'amlo', '4t', 'van', 'viento', 'popa', '.', 'viva', 'ptesidente', 'amlo', 'dios', 'siga', 'protegiendo', '.']"
4684,7715,2020-11-30 05:25:51,1.3332810634691912e+18,507319191.0,"@Ertugru99855094 @OyeCielitoLindo @jesner47 @PelonGomis Es mi amigo Amlo, lo respeto es mi presidente.",,0,0,1.0,@ertugru99855094 @oyecielitolindo @jesner47 @pelongomis amigo amlo respeto presidente.,ertugru99855094 oyecielitolindo jesner47 pelongomis amigo amlo respeto presidente.,"['ertugru99855094', 'oyecielitolindo', 'jesner47', 'pelongomis', 'amigo', 'amlo', 'respeto', 'presidente', '.']"
4685,7717,2020-11-30 05:25:37,1.3332810045895598e+18,1.327134413973561e+18,"DE ÚLTIMO MOMENTO! NO VAS A CREER ESTO QUE HIZO AMLO, SE FUE CON TODO! N... https://t.co/jvbpNamwit via @YouTube",,0,0,1.0,ultimo momento vas creer hizo amlo https://t.co/jvbpnamwit via @youtube,ultimo momento vas creer hizo amlo  via youtube,"['ultimo', 'momento', 'vas', 'creer', 'hizo', 'amlo', 'via', 'youtube']"
4686,7719,2020-11-30 05:25:19,1.3332809300944896e+18,1.2273419667880591e+18,@rojotovarich @Gector09 Ese es el fecal borolas jefe de su grupo de bots 🤖 que manda para desprestigiar a el gobierno de amlo inche viejo 👴 sotaco,,0,1,1.0,@rojotovarich @gector09 fecal borolas jefe grupo bots manda desprestigiar gobierno amlo inche viejo sotaco,rojotovarich gector09 fecal borolas jefe grupo bots manda desprestigiar gobierno amlo inche viejo sotaco,"['rojotovarich', 'gector09', 'fecal', 'borolas', 'jefe', 'grupo', 'bots', 'manda', 'desprestigiar', 'gobierno', 'amlo', 'inche', 'viejo', 'sotaco']"
4687,7722,2020-11-30 05:24:57,1.3332808364986982e+18,498029469.0,"Seguramente, como en Noruega o Canadá. El número de seguro será el único requisito. Aunque la realidad sólo se necesita imaginación, ingenuidad y creer en AMLO https://t.co/OcgM2oxjB2",Guadalajara,0,0,1.0,seguramente noruega canada. numero seguro sera unico requisito. aunque realidad solo necesita imaginacion ingenuidad creer amlo https://t.co/ocgm2oxjb2,seguramente noruega canada. numero seguro sera unico requisito. aunque realidad solo necesita imaginacion ingenuidad creer amlo ,"['seguramente', 'noruega', 'canada', '.', 'numero', 'seguro', 'sera', 'unico', 'requisito', '.', 'aunque', 'realidad', 'solo', 'necesita', 'imaginacion', 'ingenuidad', 'creer', 'amlo']"
4688,7724,2020-11-30 05:24:55,1.3332808297626542e+18,14887639.0,"@Melondrina @jucevibe182322 @pagolamx @Dafneconefe @Claudiashein @MrElDiablo8 @SSC_CDMX Hay un incendio
""Maldita 4t""
😂😂😂😂😂","México, d.f.",0,1,1.0,@melondrina @jucevibe182322 @pagolamx @dafneconefe @claudiashein @mreldiablo8 @ssc_cdmx incendio maldita 4t 😂😂😂😂😂,melondrina jucevibe182322 pagolamx dafneconefe claudiashein mreldiablo8 ssc_cdmx incendio maldita 4t 😂😂😂😂😂,"['melondrina', 'jucevibe182322', 'pagolamx', 'dafneconefe', 'claudiashein', 'mreldiablo8', 'ssc_cdmx', 'incendio', 'maldita', '4t', '😂😂😂😂😂']"
4689,7728,2020-11-30 05:24:32,1.333280734405124e+18,8.991080476494643e+17,"@lopezdoriga @lopezobrador_ AMLO es como el América... Aunque haga cosas bien o que las haga mas ""QUE CHINGUE A SU MADRE EL AMÉRICA""",,0,0,1.0,@lopezdoriga @lopezobrador_ amlo america aunque haga cosas bien haga mas chingue madre america,lopezdoriga lopezobrador_ amlo america aunque haga cosas bien haga mas chingue madre america,"['lopezdoriga', 'lopezobrador_', 'amlo', 'america', 'aunque', 'haga', 'cosas', 'bien', 'haga', 'mas', 'chingue', 'madre', 'america']"
4690,7732,2020-11-30 05:23:46,1.333280538195497e+18,1.2153300642436137e+18,Amlo chinga tu madre!!! https://t.co/2taprgXfhv,,0,3,1.0,amlo chinga madre https://t.co/2taprgxfhv,amlo chinga madre ,"['amlo', 'chinga', 'madre']"
4691,7733,2020-11-30 05:23:40,1.3332805157560566e+18,1.1975971985754276e+18,"Un buen ejemplo de las personas que son felices haciendo lo que les apasiona es nuestro pdte. AMLO

Lleva 20 años APASIONADO haciendo campaña. Es más,  ya ganó la presidencia, YA ES presidente, desde hace 2 años,  pero le apasiona tanto hacer campaña,  que sigue asi,  en campaña",Cd. de México,0,1,1.0,buen ejemplo personas felices haciendo apasiona pdte. amlo lleva años apasionado haciendo campaña. mas gano presidencia presidente hace años apasiona hacer campaña sigue asi campaña,buen ejemplo personas felices haciendo apasiona pdte. amlo lleva años apasionado haciendo campaña. mas gano presidencia presidente hace años apasiona hacer campaña sigue asi campaña,"['buen', 'ejemplo', 'personas', 'felices', 'haciendo', 'apasiona', 'pdte', '.', 'amlo', 'lleva', 'años', 'apasionado', 'haciendo', 'campaña', '.', 'mas', 'gano', 'presidencia', 'presidente', 'hace', 'años', 'apasiona', 'hacer', 'campaña', 'sigue', 'asi', 'campaña']"
4692,7738,2020-11-30 05:23:18,1.3332804214261924e+18,237932418.0,Este hampon se la pasa criticando a Amlo y el no termino la barda de su Refinería que ofreció https://t.co/o454yBb34D,,0,0,1.0,hampon pasa criticando amlo termino barda refineria ofrecio https://t.co/o454ybb34d,hampon pasa criticando amlo termino barda refineria ofrecio ,"['hampon', 'pasa', 'criticando', 'amlo', 'termino', 'barda', 'refineria', 'ofrecio']"
4693,7741,2020-11-30 05:23:03,1.333280360705081e+18,7.932748067706757e+17,"@MarthaCajigas Amlo no baja la ventana: es un culero

Amlo baja la ventana: amlo también es un culero, porque estamos en pandemia

Y así con todas las posibilidades.",Comala,0,3,1.0,@marthacajigas amlo baja ventana: culero amlo baja ventana: amlo tambien culero pandemia asi todas posibilidades.,marthacajigas amlo baja ventana: culero amlo baja ventana: amlo tambien culero pandemia asi todas posibilidades.,"['marthacajigas', 'amlo', 'baja', 'ventana', ':', 'culero', 'amlo', 'baja', 'ventana', ':', 'amlo', 'tambien', 'culero', 'pandemia', 'asi', 'todas', 'posibilidades', '.']"
4694,7744,2020-11-30 05:22:47,1.3332802931139297e+18,116917447.0,"@jorgeglzm1 @Hans2412 @lopezobrador_ @NatGeo @AnimalPlanet @NatGeoTravel @NatGeoChannel Y acá esta tu constitución, jajajajajjajajajajajjajajajajajjajajajajajajajajjajajajajjajajajajajajajajajaj y ahí te van mas argumentos por que tu choro mareador estilo AMLO ya cansa TILIM PILLIN CANALLIN https://t.co/iIEBnYwWCs",,0,0,1.0,@jorgeglzm1 @hans2412 @lopezobrador_ @natgeo @animalplanet @natgeotravel @natgeochannel aca constitucion <risa> ajaj <risa> <risa> <risa> <risa> <risa> <risa> <risa> <risa> ajaj <risa> <risa> <risa> ajaj ahi van mas argumentos choro mareador estilo amlo cansa tilim pillin canallin https://t.co/iiebnywwcs,jorgeglzm1 hans2412 lopezobrador_ natgeo animalplanet natgeotravel natgeochannel aca constitucion <risa> ajaj <risa> <risa> <risa> <risa> <risa> <risa> <risa> <risa> ajaj <risa> <risa> <risa> ajaj ahi van mas argumentos choro mareador estilo amlo cansa tilim pillin canallin ,"['jorgeglzm1', 'hans2412', 'lopezobrador_', 'natgeo', 'animalplanet', 'natgeotravel', 'natgeochannel', 'aca', 'constitucion', '<', 'risa', '>', 'ajaj', '<', 'risa', '>', '<', 'risa', '>', '<', 'risa', '>', '<', 'risa', '>', '<', 'risa', '>', '<', 'risa', '>', '<', 'risa', '>', '<', 'risa', '>', 'ajaj', '<', 'risa', '>', '<', 'risa', '>', '<', 'risa', '>', 'ajaj', 'ahi', 'van', 'mas', 'argumentos', 'choro', 'mareador', 'estilo', 'amlo', 'cansa', 'tilim', 'pillin', 'canallin']"
4695,7745,2020-11-30 05:22:39,1.3332802590352056e+18,1.2153300642436137e+18,Amlo ya largate!!!! https://t.co/EQjUoE0wCi,,0,1,1.0,amlo largate https://t.co/eqjuoe0wci,amlo largate ,"['amlo', 'largate']"
4696,7746,2020-11-30 05:22:14,1.3332801554569544e+18,223238362.0,@NachoRgz Que no obtendría ni 10 mil votos jajajaja,P'hurepecha al 100 %,0,0,1.0,@nachorgz obtendria mil votos <risa> aja,nachorgz obtendria mil votos <risa> aja,"['nachorgz', 'obtendria', 'mil', 'votos', '<', 'risa', '>', 'aja']"
4697,7748,2020-11-30 05:22:06,1.333280119146885e+18,8.257689467793818e+17,"Buenas noches analicemos en la celebración de la 4T. los temas que a nuestro parecer son los más destacados en fracasos X este gobierno, empezamos tocando algo que todos ya sabemos la corrupción no existe si se trata de la familia de López. Y lo dejamos claro. https://t.co/nqKuz2Mn6q","MEXICO, USA, CANADA ",3,6,1.0,buenas noches analicemos celebracion 4t. temas parecer mas destacados fracasos gobierno empezamos tocando sabemos corrupcion existe si trata familia lopez. dejamos claro. https://t.co/nqkuz2mn6q,buenas noches analicemos celebracion 4t. temas parecer mas destacados fracasos gobierno empezamos tocando sabemos corrupcion existe si trata familia lopez. dejamos claro. ,"['buenas', 'noches', 'analicemos', 'celebracion', '4t', '.', 'temas', 'parecer', 'mas', 'destacados', 'fracasos', 'gobierno', 'empezamos', 'tocando', 'sabemos', 'corrupcion', 'existe', 'si', 'trata', 'familia', 'lopez', '.', 'dejamos', 'claro', '.']"
4698,7750,2020-11-30 05:22:02,1.333280102994604e+18,90981307.0,Hemos demostrado que en México no se permite la corrupción: AMLO https://t.co/z1SevVDYYW,México,0,0,1.0,demostrado mexico permite corrupcion: amlo https://t.co/z1sevvdyyw,demostrado mexico permite corrupcion: amlo ,"['demostrado', 'mexico', 'permite', 'corrupcion', ':', 'amlo']"
4699,7754,2020-11-30 05:21:53,1.333280064226685e+18,7.208130032270295e+17,AMLO inventó el coronavairus https://t.co/2SO80kPRSl,México ,0,0,1.0,amlo invento coronavairus https://t.co/2so80kprsl,amlo invento coronavairus ,"['amlo', 'invento', 'coronavairus']"
4700,7756,2020-11-30 05:21:45,1.333280030231851e+18,1.2505900178876252e+18,"@mario_delgado @PabloIglesias @atilioboron @MonederoJC @petrogustavo @JLMelenchon @EnriqueDussel @Navegaciones @fisgonmonero @infpmorena @JohnMAckerman Que Mario, una nota discordante. Ahí hay biografías admirables, decenas de libros publicados, lúcidos ensayos, luchas justicieras y más.
Y y tu, burócrata del grupo de Ebrard, que al frente de la mayoría otorgada a Morena puso en la presidencia de la cámara a 3 enemigos de la 4T.",,0,0,1.0,@mario_delgado @pabloiglesias @atilioboron @monederojc @petrogustavo @jlmelenchon @enriquedussel @navegaciones @fisgonmonero @infpmorena @johnmackerman mario nota discordante. ahi biografias admirables decenas libros publicados lucidos ensayos luchas justicieras mas. burocrata grupo ebrard frente mayoria otorgada morena puso presidencia camara enemigos 4t.,mario_delgado pabloiglesias atilioboron monederojc petrogustavo jlmelenchon enriquedussel navegaciones fisgonmonero infpmorena johnmackerman mario nota discordante. ahi biografias admirables decenas libros publicados lucidos ensayos luchas justicieras mas. burocrata grupo ebrard frente mayoria otorgada morena puso presidencia camara enemigos 4t.,"['mario_delgado', 'pabloiglesias', 'atilioboron', 'monederojc', 'petrogustavo', 'jlmelenchon', 'enriquedussel', 'navegaciones', 'fisgonmonero', 'infpmorena', 'johnmackerman', 'mario', 'nota', 'discordante', '.', 'ahi', 'biografias', 'admirables', 'decenas', 'libros', 'publicados', 'lucidos', 'ensayos', 'luchas', 'justicieras', 'mas', '.', 'burocrata', 'grupo', 'ebrard', 'frente', 'mayoria', 'otorgada', 'morena', 'puso', 'presidencia', 'camara', 'enemigos', '4t', '.']"
4701,7758,2020-11-30 05:21:27,1.3332799579554857e+18,1.0331383123393084e+18,@Eldiamantenegro Aplica la beca del AMLO!?,Mexico,0,0,1.0,@eldiamantenegro aplica beca amlo,eldiamantenegro aplica beca amlo,"['eldiamantenegro', 'aplica', 'beca', 'amlo']"
4702,7762,2020-11-30 05:21:00,1.3332798424066417e+18,20013113.0,¡Fue claro! El presidente @lopezobrador_ aseguró que los conservadores no podrán detener la Cuarta Transformación a pesar de los esfuerzos por agruparse https://t.co/nLvaipRQrf,México,0,1,1.0,claro presidente @lopezobrador_ aseguro conservadores podran detener cuarta transformacion pesar esfuerzos agruparse https://t.co/nlvaiprqrf,claro presidente lopezobrador_ aseguro conservadores podran detener cuarta transformacion pesar esfuerzos agruparse ,"['claro', 'presidente', 'lopezobrador_', 'aseguro', 'conservadores', 'podran', 'detener', 'cuarta', 'transformacion', 'pesar', 'esfuerzos', 'agruparse']"
4703,7765,2020-11-30 05:20:49,1.3332797977415598e+18,145675973.0,"@hombrpastelillo Lo saben perfectamente los odiadores de AMLO, pero solo por estar chi....flando le echan la culpa de todo, en lo personal me tienen sin cuidado sus ataques al presidente que se sigan consumiendo en su odio.",,0,0,1.0,@hombrpastelillo saben perfectamente odiadores amlo solo chi flando echan culpa personal cuidado ataques presidente sigan consumiendo odio.,hombrpastelillo saben perfectamente odiadores amlo solo chi flando echan culpa personal cuidado ataques presidente sigan consumiendo odio.,"['hombrpastelillo', 'saben', 'perfectamente', 'odiadores', 'amlo', 'solo', 'chi', 'flando', 'echan', 'culpa', 'personal', 'cuidado', 'ataques', 'presidente', 'sigan', 'consumiendo', 'odio', '.']"
4704,7767,2020-11-30 05:20:35,1.333279737393791e+18,358569643.0,Video. Manifestante cachetea a elemento de seguridad de AMLO; exigía medicamentos para cáncer https://t.co/THrjjCLZb2,Mexico,0,0,1.0,video. manifestante cachetea elemento seguridad amlo exigia medicamentos cancer https://t.co/thrjjclzb2,video. manifestante cachetea elemento seguridad amlo exigia medicamentos cancer ,"['video', '.', 'manifestante', 'cachetea', 'elemento', 'seguridad', 'amlo', 'exigia', 'medicamentos', 'cancer']"
4705,7770,2020-11-30 05:20:30,1.3332797168502088e+18,590553068.0,@Akenathon3 Yo tengo un chiste de la mañanera pero es muy aburrido,México,0,0,1.0,@akenathon3 chiste mañanera aburrido,akenathon3 chiste mañanera aburrido,"['akenathon3', 'chiste', 'mañanera', 'aburrido']"
4706,7772,2020-11-30 05:20:20,1.3332796764379914e+18,85879959.0,"@pea_crojas @lopezdoriga @lopezobrador_ Otro damnificado de la 4T.
Se te acabó la posibilidad de hacer tranzas y corruptelas.
🤣🤣🤣🤣🤣🤣😂🤣🤣","Tijuana, Baja California",1,2,1.0,@pea_crojas @lopezdoriga @lopezobrador_ damnificado 4t. acabo posibilidad hacer tranzas corruptelas. 🤣🤣🤣🤣🤣🤣😂🤣🤣,pea_crojas lopezdoriga lopezobrador_ damnificado 4t. acabo posibilidad hacer tranzas corruptelas. 🤣🤣🤣🤣🤣🤣😂🤣🤣,"['pea_crojas', 'lopezdoriga', 'lopezobrador_', 'damnificado', '4t', '.', 'acabo', 'posibilidad', 'hacer', 'tranzas', 'corruptelas', '.', '🤣🤣🤣🤣🤣🤣😂🤣🤣']"
4707,7775,2020-11-30 05:20:02,1.333279598205952e+18,38278953.0,"¿Te lo perdiste?: Aún cuando López Obrador ha asegurado que se terminó el espionaje político a opositores, su gobierno, a través del Centro Nacional de Inteligencia ha dado un seguimiento continuo por lo menos desde mayo a las actividades de FRENAAA.
https://t.co/zgKu7qkah9",México DF,5,16,1.0,perdiste aun lopez obrador asegurado termino espionaje politico opositores gobierno traves centro nacional inteligencia dado seguimiento continuo menos mayo actividades frenaaa. https://t.co/zgku7qkah9,perdiste aun lopez obrador asegurado termino espionaje politico opositores gobierno traves centro nacional inteligencia dado seguimiento continuo menos mayo actividades frenaaa. ,"['perdiste', 'aun', 'lopez', 'obrador', 'asegurado', 'termino', 'espionaje', 'politico', 'opositores', 'gobierno', 'traves', 'centro', 'nacional', 'inteligencia', 'dado', 'seguimiento', 'continuo', 'menos', 'mayo', 'actividades', 'frenaaa', '.']"
4708,7782,2020-11-30 05:19:34,1.333279483856638e+18,2419245690.0,"Tengo un chiste nuevecito acerca de AMLO, no es como los de las pasadas administraciones, claro que no:
""El Peje va en un avión y el avión se estrella, ¿Quien se salva?"".",CUU,0,0,1.0,chiste nuevecito acerca amlo pasadas administraciones claro no: peje va avion avion estrella salva .,chiste nuevecito acerca amlo pasadas administraciones claro no: peje va avion avion estrella salva .,"['chiste', 'nuevecito', 'acerca', 'amlo', 'pasadas', 'administraciones', 'claro', 'no', ':', 'peje', 'va', 'avion', 'avion', 'estrella', 'salva', '.']"
4709,7786,2020-12-01 06:58:10,1.3336666844403753e+18,3268070654.0,"La culpa de sus desmadres es AMLO... LOS DOBLE MORAL. 
@SiPorMx https://t.co/s3RxSWYizr",México,0,0,1.0,culpa desmadres amlo doble moral. @sipormx https://t.co/s3rxswyizr,culpa desmadres amlo doble moral. sipormx ,"['culpa', 'desmadres', 'amlo', 'doble', 'moral', '.', 'sipormx']"
